@relation activity_recognition_labeled

@attribute "UNIQUE_ID" numeric
@attribute "user" {"33" , "17", "29", "13" , "20" , "27" , "6" , "15" , "32" , "36" , "18" , "35" , "11" , "16" , "5", "10" , "28" , "26" , "14" , "24" , "12" , "23" , "4" , "30" , "34" , "8" , "31" , "21" , "3" , "22" , "1" , "25" , "9" , "2" , "7" , "19"} 
@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "X5" numeric
@attribute "X6" numeric
@attribute "X7" numeric
@attribute "X8" numeric
@attribute "X9" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Y5" numeric
@attribute "Y6" numeric
@attribute "Y7" numeric
@attribute "Y8" numeric
@attribute "Y9" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "Z5" numeric
@attribute "Z6" numeric
@attribute "Z7" numeric
@attribute "Z8" numeric
@attribute "Z9" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XPEAK" numeric
@attribute "YPEAK" numeric
@attribute "ZPEAK" numeric
@attribute "XABSOLDEV" numeric
@attribute "YABSOLDEV" numeric
@attribute "ZABSOLDEV" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{ "Walking" , "Jogging" , "Upstairs" , "Downstairs" , "Sitting" , "Standing" }

@data
69,7,0.1,0.07,0.15,0.11,0.12,0.13,0.07,0.11,0.08,0.07,0.09,0.13,0.11,0.12,0.08,0.08,0.1,0.15,0.06,0.06,0.13,0.11,0.09,0.09,0.07,0.11,0.11,0.08,0.11,0.13,0,7.41,-0.24,2350,468.42,725,7.55,7,5.89,9.68,8.01,9.68,14.3,Jogging
70,7,0.1,0.13,0.13,0.09,0.09,0.09,0.09,0.1,0.11,0.1,0.12,0.12,0.08,0.1,0.1,0.09,0.09,0.12,0.13,0.04,0.13,0.1,0.13,0.11,0.08,0.1,0.09,0.08,0.09,0.11,0,7.19,-0.84,2575,573.33,1030,7.74,7.02,5.67,10,8.15,10,14.46,Jogging
71,7,0.1,0.14,0.09,0.1,0.12,0.06,0.12,0.13,0.12,0.05,0.13,0.1,0.11,0.14,0.1,0.1,0.12,0.11,0.08,0.03,0.12,0.08,0.12,0.11,0.13,0.1,0.06,0.08,0.08,0.13,0,5.93,-0.43,1383.33,787.5,1510,7.39,6.14,5.79,9.79,7.34,9.79,13.53,Jogging
72,7,0.09,0.09,0.15,0.12,0.1,0.08,0.13,0.11,0.08,0.07,0.1,0.11,0.11,0.07,0.09,0.1,0.08,0.12,0.13,0.04,0.13,0.14,0.09,0.12,0.11,0.05,0.05,0.1,0.11,0.13,0,7.75,-0.44,2650,467.5,1516.67,7.46,7.26,6.29,9.65,8.36,9.65,14.83,Jogging
73,7,0.12,0.19,0.07,0.05,0.09,0.11,0.07,0.07,0.13,0.12,0.13,0.09,0.06,0.12,0.16,0.14,0.08,0.07,0.12,0.04,0.09,0.06,0.08,0.15,0.15,0.11,0.09,0.11,0.09,0.09,0,6.47,-0.34,1900,593.75,2966.67,8.21,6.16,4.88,10.6,7.65,10.6,13.9,Jogging
74,7,0.03,0.04,0.03,0.03,0.02,0.02,0.04,0.03,0.05,0.03,0.04,0.04,0.04,0.01,0.04,0.04,0.04,0.03,0.02,0.01,0.03,0.01,0.02,0.03,0.04,0.04,0.07,0.04,0.04,0.01,0,1.8,0.06,512.5,1250,566.67,2.22,2.06,1.26,9.79,8.27,9.79,3.81,Jogging
75,7,0.04,0.1,0.13,0.09,0.12,0.11,0.2,0.07,0.07,0.08,0.1,0.08,0.07,0.09,0.09,0.12,0.16,0.1,0.11,0.1,0.02,0.05,0.1,0.1,0.08,0.06,0.12,0.23,0.19,0.07,0,8.01,0.25,1075,2412.5,2500,6.45,3.12,1.89,8.15,4.12,8.15,11.25,Walking
76,7,0.03,0.09,0.08,0.13,0.12,0.09,0.16,0.14,0.08,0.09,0.08,0.08,0.07,0.15,0.11,0.12,0.14,0.1,0.08,0.09,0.07,0.06,0.09,0.12,0.11,0.1,0.15,0.11,0.09,0.13,0,7.75,0.18,1350,1480,3150,6.97,2.91,2.43,8.55,3.92,8.55,11.55,Walking
77,7,0.05,0.04,0.13,0.13,0.1,0.09,0.16,0.1,0.14,0.07,0.06,0.12,0.11,0.12,0.09,0.09,0.16,0.11,0.07,0.09,0.13,0.09,0.1,0.15,0.07,0.09,0.11,0.08,0.1,0.11,0,7.71,-0.17,1250,1530,2750,6.95,3.03,2.59,8.61,3.97,8.61,11.53,Walking
78,7,0.05,0.08,0.16,0.15,0.1,0.09,0.12,0.07,0.07,0.13,0.11,0.1,0.06,0.12,0.09,0.11,0.13,0.09,0.11,0.1,0.1,0.11,0.14,0.1,0.09,0.12,0.1,0.09,0.07,0.1,0,7.89,-0.36,1530,1800,2187.5,6.22,3.26,2.24,8.22,4.19,8.22,11.32,Walking
79,7,0.14,0.2,0.17,0.09,0.08,0.06,0.06,0.09,0.08,0.06,0.16,0.07,0.03,0.11,0.11,0.11,0.09,0.07,0.14,0.14,0.08,0.13,0.16,0.06,0.08,0.09,0.11,0.11,0.08,0.12,0,8.22,-0.24,1783.33,921.43,3150,5.18,3.78,2.37,7.01,4.69,7.01,10.96,Walking
80,7,0.05,0.06,0.11,0.14,0.11,0.08,0.11,0.14,0.12,0.08,0.08,0.09,0.08,0.11,0.15,0.13,0.11,0.08,0.11,0.08,0.09,0.11,0.09,0.14,0.08,0.13,0.11,0.09,0.1,0.09,0,7.85,-0.25,1520,1520,2183.33,7.07,3.07,2.21,8.85,4.06,8.85,11.64,Walking
81,7,0.16,0.05,0.1,0.07,0.13,0.06,0.07,0.13,0.13,0.12,0.08,0.16,0.09,0.1,0.13,0.1,0.11,0.07,0.08,0.11,0.06,0.13,0.18,0.13,0.13,0.11,0.06,0.07,0.06,0.1,0,7.66,-0.39,1228.57,1075,3250,7.21,3.44,2.23,8.99,4.58,8.99,11.61,Walking
82,7,0.06,0.1,0.11,0.07,0.12,0.13,0.13,0.09,0.12,0.08,0.11,0.1,0.08,0.12,0.1,0.13,0.1,0.09,0.07,0.11,0.08,0.1,0.13,0.09,0.09,0.12,0.14,0.07,0.1,0.11,0,7.61,-0.01,1100,1100,1450,6.87,3.23,2.46,8.58,4.26,8.58,11.44,Walking
83,7,0.09,0.05,0.09,0.12,0.11,0.1,0.09,0.11,0.11,0.14,0.12,0.07,0.13,0.12,0.08,0.09,0.13,0.08,0.1,0.1,0.08,0.12,0.1,0.07,0.11,0.11,0.13,0.11,0.09,0.1,0,7.61,-0.16,1206.25,1433.33,1625,7.42,3.43,2.27,9.25,4.42,9.25,11.92,Walking
84,7,0.09,0.06,0.07,0.11,0.13,0.09,0.1,0.15,0.11,0.1,0.1,0.08,0.14,0.11,0.09,0.14,0.11,0.08,0.08,0.11,0.09,0.07,0.09,0.07,0.12,0.13,0.17,0.09,0.09,0.12,0,7.64,0.1,1600,1078.57,2500,7.3,3.2,2.48,8.86,4.26,8.86,11.73,Walking
85,7,0.06,0.1,0.07,0.09,0.1,0.13,0.07,0.12,0.14,0.12,0.13,0.1,0.13,0.09,0.1,0.08,0.11,0.09,0.12,0.08,0.05,0.14,0.12,0.11,0.09,0.07,0.16,0.1,0.08,0.11,0,7.43,0.06,1044.44,1383.33,2600,7.56,3.33,2.49,9.27,4.25,9.27,11.8,Walking
86,7,0.05,0.1,0.05,0.11,0.11,0.12,0.08,0.16,0.11,0.11,0.06,0.14,0.12,0.15,0.14,0.08,0.07,0.1,0.08,0.08,0.07,0.12,0.13,0.12,0.12,0.12,0.07,0.11,0.05,0.11,0,7.17,-0.21,1292.86,1710,3250,7.45,2.98,2.32,9.07,4.01,9.07,11.44,Walking
87,7,0.04,0.1,0.07,0.1,0.11,0.1,0.08,0.12,0.16,0.13,0.12,0.08,0.16,0.13,0.14,0.06,0.1,0.07,0.06,0.1,0.1,0.09,0.12,0.07,0.15,0.12,0.08,0.08,0.14,0.09,0,7.09,-0.13,1612.5,1072.22,2650,7.64,3.2,2.37,9.3,4.3,9.3,11.61,Walking
88,7,0.08,0.07,0.05,0.09,0.13,0.13,0.05,0.13,0.15,0.13,0.11,0.12,0.13,0.14,0.09,0.11,0.08,0.09,0.09,0.07,0.09,0.11,0.1,0.11,0.13,0.11,0.09,0.1,0.09,0.11,0,7.03,-0.25,1385.71,1290,1337.5,7.82,3.12,2.23,9.48,4.15,9.48,11.7,Walking
89,7,0.04,0.09,0.08,0.1,0.14,0.09,0.07,0.14,0.13,0.15,0.11,0.15,0.18,0.11,0.09,0.07,0.09,0.1,0.03,0.09,0.07,0.12,0.1,0.18,0.11,0.1,0.09,0.07,0.11,0.08,0,6.74,-0.37,931.25,2150,4300,7.68,3.19,2.11,9.37,4.31,9.37,11.41,Walking
90,7,0.05,0.09,0.08,0.06,0.12,0.13,0.06,0.12,0.15,0.15,0.1,0.16,0.19,0.11,0.08,0.09,0.08,0.07,0.04,0.1,0.09,0.12,0.1,0.14,0.14,0.08,0.12,0.04,0.11,0.08,0,6.73,-0.38,1085.71,1425,3775,7.84,3.2,2.19,9.48,4.31,9.48,11.53,Walking
91,7,0.05,0.06,0.08,0.08,0.08,0.14,0.09,0.12,0.16,0.16,0.1,0.17,0.11,0.12,0.14,0.09,0.04,0.07,0.07,0.12,0.14,0.11,0.09,0.08,0.11,0.13,0.1,0.04,0.1,0.13,0,7.19,-0.11,1912.5,1275,2175,8.16,3.62,2.73,9.78,4.81,9.78,12.17,Walking
92,7,0.08,0.08,0.04,0.09,0.08,0.14,0.09,0.13,0.13,0.17,0.1,0.22,0.13,0.11,0.09,0.08,0.08,0.06,0.07,0.09,0.11,0.11,0.1,0.12,0.09,0.14,0.13,0.02,0.1,0.11,0,6.71,-0.37,865,1816.67,2150,8.15,3.25,2.19,9.76,4.33,9.76,11.73,Walking
93,7,0.06,0.11,0.12,0.13,0.11,0.1,0.1,0.08,0.09,0.12,0.09,0.11,0.15,0.11,0.12,0.06,0.07,0.1,0.11,0.1,0.13,0.11,0.09,0.06,0.08,0.1,0.11,0.12,0.14,0.09,0,7.47,-0.16,900,1180,1650,6.54,3.37,2.42,8.48,4.19,8.48,11.4,Walking
94,7,0.59,0.33,0.08,0,0.01,0,0,0,0,0,0.14,0.03,0.06,0.01,0.03,0.13,0.09,0.14,0.22,0.18,0.23,0.08,0.06,0.05,0.02,0.04,0.06,0.16,0.22,0.11,0,9.23,0.02,1675,2600,2216.67,3.45,3.88,3.01,4.16,4.77,4.16,11,Walking
95,7,0.61,0.22,0.06,0.06,0.02,0.02,0.02,0,0.01,0.01,0.18,0.03,0.04,0.02,0.03,0.09,0.08,0.13,0.26,0.17,0.24,0.06,0.05,0.06,0.05,0.06,0.06,0.17,0.15,0.13,0,9.14,-0.03,550,1200,2725,4.01,4.14,2.93,4.76,5.09,4.76,11.16,Walking
96,7,0.11,0.09,0.12,0.14,0.11,0.11,0.14,0.08,0.06,0.05,0.12,0.08,0.05,0.03,0.13,0.16,0.07,0.14,0.14,0.11,0.07,0.09,0.1,0.06,0.12,0.09,0.16,0.13,0.1,0.1,0,8.43,-0.01,2200,1055.56,1466.67,5.47,3.43,2.21,6.94,4.42,6.94,11,Walking
97,7,0.06,0.1,0.11,0.12,0.09,0.1,0.16,0.1,0.11,0.06,0.06,0.11,0.07,0.07,0.13,0.12,0.14,0.15,0.06,0.11,0.11,0.08,0.08,0.15,0.07,0.14,0.08,0.1,0.11,0.1,0,8.08,-0.18,1425,1100,3825,6.52,3.01,2.29,8.24,4.01,8.24,11.48,Walking
98,7,0.04,0.1,0.14,0.12,0.09,0.11,0.13,0.09,0.14,0.04,0.09,0.07,0.08,0.15,0.13,0.12,0.11,0.12,0.09,0.08,0.08,0.08,0.09,0.09,0.12,0.14,0.1,0.12,0.1,0.09,0,7.55,-0.08,1093.75,2200,2183.33,6.42,2.82,2.27,8.21,3.66,8.21,11.17,Walking
99,7,0.01,0.1,0.14,0.1,0.08,0.13,0.14,0.15,0.09,0.07,0.09,0.1,0.07,0.15,0.08,0.09,0.12,0.12,0.11,0.09,0.05,0.06,0.1,0.1,0.14,0.15,0.1,0.13,0.1,0.1,0,7.79,0.04,1510,1087.5,1050,6.72,3.27,2.14,8.4,4.24,8.4,11.34,Walking
100,7,0.02,0.09,0.15,0.12,0.11,0.12,0.17,0.1,0.07,0.06,0.09,0.08,0.08,0.12,0.1,0.09,0.11,0.14,0.1,0.11,0.07,0.08,0.13,0.11,0.05,0.12,0.16,0.11,0.08,0.12,0,8.03,0.07,1887.5,1400,2516.67,6.14,3.21,2.34,7.82,4.12,7.82,11.14,Walking
101,7,0,0.07,0.16,0.13,0.14,0.2,0.1,0.03,0.03,0.02,0.04,0.07,0.07,0.04,0.07,0.07,0.1,0.19,0.18,0.05,0.25,0.13,0.06,0.09,0.06,0.02,0.09,0.07,0.07,0.05,0,7.5,-1.37,1962.5,3925,2825,3.81,2.59,1.94,5.59,3.58,5.59,9.18,Walking
102,7,0.13,0.13,0.12,0.14,0.13,0.08,0.07,0.09,0.05,0.08,0.09,0.08,0.06,0.1,0.1,0.08,0.12,0.1,0.15,0.15,0.09,0.08,0.06,0.08,0.08,0.09,0.12,0.17,0.13,0.11,0,7.79,-0.52,3300,790,3250,5.96,2.75,1.85,6.79,3.42,6.79,10.49,Upstairs
103,7,0.07,0.1,0.11,0.09,0.07,0.12,0.14,0.14,0.09,0.09,0.11,0.11,0.09,0.1,0.1,0.11,0.15,0.07,0.08,0.09,0.09,0.11,0.05,0.11,0.11,0.12,0.14,0.1,0.09,0.11,0,6.76,-0.8,3925,2075,1525,7.1,2.31,1.55,7.86,2.81,7.86,10.27,Upstairs
104,7,0.09,0.09,0.09,0.08,0.13,0.1,0.09,0.07,0.17,0.11,0.12,0.09,0.14,0.07,0.11,0.1,0.09,0.14,0.07,0.08,0.13,0.08,0.12,0.11,0.12,0.12,0.09,0.07,0.06,0.11,0,6.67,-1,2875,2450,3375,7.27,2.41,1.8,8.12,2.92,8.12,10.54,Upstairs
105,7,0.1,0.09,0.09,0.09,0.08,0.1,0.12,0.1,0.11,0.15,0.09,0.11,0.12,0.15,0.1,0.11,0.06,0.1,0.1,0.07,0.09,0.15,0.15,0.11,0.11,0.07,0.09,0.09,0.09,0.08,0,6.67,-1.13,1570,2150,1750,7.43,2.43,1.66,8.41,3.05,8.41,10.6,Upstairs
106,7,0.06,0.06,0.05,0.05,0.06,0.07,0.05,0.05,0.06,0.03,0.05,0.06,0.04,0.04,0.05,0.06,0.05,0.06,0.04,0.09,0.06,0.04,0.07,0.07,0.03,0.05,0.03,0.05,0.09,0.06,0,3.72,-0.38,1550,850,1275,3.29,1.94,0.99,7.21,4.79,7.21,5.27,Upstairs
107,7,0.11,0.11,0.11,0.08,0.08,0.1,0.1,0.09,0.14,0.08,0.09,0.06,0.12,0.09,0.12,0.09,0.13,0.1,0.11,0.09,0.1,0.1,0.07,0.12,0.11,0.11,0.11,0.12,0.1,0.08,0,7,-0.91,1700,3050,2200,6.88,3.3,1.36,8.27,4.1,8.27,10.75,Downstairs
108,7,0.09,0.11,0.09,0.11,0.12,0.09,0.12,0.08,0.08,0.12,0.1,0.07,0.12,0.09,0.12,0.13,0.08,0.11,0.1,0.1,0.1,0.12,0.1,0.09,0.09,0.13,0.07,0.07,0.12,0.1,0,6.89,-0.71,1537.5,1141.67,2300,6.92,3.28,1.73,8.31,4.1,8.31,10.79,Downstairs
109,7,0.07,0.04,0.08,0.08,0.07,0.1,0.05,0.09,0.05,0.08,0.08,0.12,0.05,0.08,0.04,0.06,0.06,0.06,0.07,0.08,0.07,0.04,0.1,0.08,0.06,0.04,0.09,0.07,0.05,0.1,0,4.53,-0.41,1475,2300,1825,4.86,2.65,1.19,8.3,5.05,8.3,7.39,Downstairs
110,7,0.07,0.11,0.13,0.07,0.12,0.11,0.11,0.08,0.13,0.09,0.1,0.07,0.1,0.09,0.11,0.09,0.14,0.08,0.1,0.14,0.09,0.09,0.06,0.11,0.14,0.09,0.11,0.11,0.1,0.11,0,5.82,-0.7,2233.33,1237.5,2175,8.33,2.23,1.94,9.19,2.8,9.19,10.84,Upstairs
111,7,0.11,0.07,0.08,0.13,0.09,0.1,0.12,0.12,0.1,0.11,0.1,0.09,0.12,0.08,0.12,0.09,0.1,0.1,0.11,0.11,0.09,0.12,0.1,0.09,0.11,0.07,0.12,0.13,0.11,0.08,0,5.65,-0.9,975,2900,3850,8.38,2.26,1.76,9.27,2.81,9.27,10.7,Upstairs
112,7,0.1,0.12,0.15,0.09,0.07,0.09,0.11,0.08,0.07,0.14,0.09,0.12,0.09,0.1,0.14,0.09,0.08,0.12,0.09,0.1,0.11,0.1,0.13,0.09,0.08,0.1,0.11,0.09,0.12,0.09,0,5.54,-0.83,1200,916.67,2100,8.23,2.15,2,9.27,2.74,9.27,10.59,Upstairs
113,7,0.11,0.12,0.08,0.1,0.12,0.09,0.08,0.13,0.1,0.09,0.1,0.09,0.12,0.11,0.09,0.13,0.08,0.11,0.1,0.08,0.1,0.1,0.11,0.14,0.08,0.09,0.11,0.1,0.08,0.1,0,5.48,-0.84,4025,1462.5,2925,8.16,2.05,1.91,9.12,2.56,9.12,10.46,Upstairs
114,7,0.06,0.04,0.02,0.04,0.06,0.03,0.04,0.07,0.05,0.03,0.05,0.06,0.04,0.04,0.03,0.04,0.06,0.04,0.06,0.02,0.06,0.03,0.04,0.04,0.04,0.05,0.06,0.02,0.04,0.06,0,2.27,-0.38,750,1575,1525,3.48,1.38,0.85,9.21,4.14,9.21,4.44,Upstairs
115,7,0.12,0.08,0.12,0.08,0.1,0.1,0.11,0.1,0.12,0.11,0.09,0.12,0.08,0.11,0.08,0.12,0.09,0.12,0.09,0.13,0.12,0.11,0.09,0.12,0.06,0.09,0.12,0.09,0.1,0.12,0,3.55,-1.03,844.44,2916.67,3000,9.28,3.26,1.88,10.42,4.06,10.42,11.15,Downstairs
116,7,0.1,0.1,0.08,0.11,0.1,0.14,0.11,0.09,0.09,0.1,0.14,0.09,0.08,0.08,0.12,0.12,0.11,0.09,0.1,0.09,0.08,0.1,0.1,0.11,0.12,0.11,0.08,0.14,0.08,0.1,0,3.14,-0.93,859.09,2225,2466.67,9.28,3.15,1.69,10.42,3.99,10.42,10.89,Downstairs
117,7,0.07,0.09,0.07,0.1,0.08,0.06,0.07,0.1,0.07,0.07,0.05,0.08,0.12,0.09,0.08,0.05,0.07,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.1,0.07,0,2.58,-0.68,737.5,1675,1925,7.06,2.32,1.45,10.32,3.89,10.32,8.36,Downstairs
118,7,0.1,0.11,0.11,0.1,0.09,0.08,0.08,0.1,0.13,0.1,0.11,0.09,0.07,0.1,0.08,0.1,0.09,0.11,0.12,0.14,0.12,0.11,0.08,0.08,0.09,0.1,0.1,0.14,0.09,0.11,0,4.02,-0.84,1157.14,1450,1825,9.39,2.03,2.21,10.47,2.63,10.47,11.04,Upstairs
119,7,0.1,0.1,0.11,0.1,0.08,0.08,0.1,0.1,0.1,0.13,0.08,0.11,0.11,0.09,0.11,0.09,0.12,0.1,0.1,0.1,0.06,0.12,0.13,0.1,0.08,0.14,0.1,0.09,0.11,0.09,0,3.79,-0.75,1541.67,2650,2475,9.42,1.73,1.85,10.48,2.23,10.48,10.81,Upstairs
120,7,0.1,0.09,0.06,0.11,0.12,0.13,0.12,0.11,0.1,0.08,0.1,0.12,0.14,0.08,0.1,0.1,0.09,0.11,0.11,0.07,0.15,0.1,0.08,0.09,0.09,0.11,0.11,0.08,0.1,0.12,0,3.46,-1.11,1662.5,3275,3225,9.35,1.63,2.11,10.23,2.13,10.23,10.73,Upstairs
121,7,0.1,0.1,0.12,0.09,0.11,0.12,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.13,0.11,0.11,0.1,0.09,0.08,0.1,0.07,0.08,0.1,0.14,0.14,0.07,0.1,0.1,0.12,0.09,0,3.59,-0.85,943.75,2383.33,2000,8.97,1.66,1.86,10.01,2.27,10.01,10.29,Upstairs
122,7,0.11,0.1,0.12,0.1,0.08,0.11,0.09,0.12,0.08,0.09,0.09,0.1,0.1,0.09,0.13,0.07,0.08,0.13,0.1,0.11,0.07,0.08,0.12,0.09,0.07,0.1,0.12,0.11,0.13,0.12,0,2.13,-0.53,532.35,1900,2300,9.51,3.22,2.11,10.77,3.99,10.77,11.05,Downstairs
123,7,0.08,0.11,0.09,0.08,0.1,0.1,0.1,0.1,0.12,0.14,0.11,0.11,0.11,0.09,0.09,0.12,0.12,0.1,0.1,0.08,0.16,0.13,0.1,0.12,0.1,0.09,0.09,0.07,0.06,0.09,0,1.74,-1.44,562.5,1737.5,2200,10.16,3.06,2.02,11.36,3.82,11.36,11.55,Downstairs
124,7,0.07,0.06,0.06,0.07,0.09,0.06,0.07,0.06,0.07,0.04,0.06,0.05,0.06,0.07,0.06,0.07,0.07,0.05,0.07,0.08,0.04,0.05,0.05,0.05,0.09,0.09,0.05,0.08,0.08,0.06,0,1.47,-0.38,1070,1212.5,2675,5.68,2.06,1.24,10.17,4.27,10.17,6.62,Downstairs
125,7,0.1,0.05,0.05,0.09,0.1,0.11,0.14,0.09,0.09,0.21,0.11,0.12,0.11,0.06,0.07,0.1,0.09,0.09,0.12,0.16,0.15,0.14,0.12,0.15,0.13,0.03,0.08,0.08,0.09,0.05,0,8.26,-1.66,?,1200,1950,5.95,4.05,2.2,6.91,4.95,6.91,11.12,Upstairs
126,7,0.14,0.14,0.11,0.08,0.09,0.1,0.07,0.09,0.11,0.09,0.12,0.08,0.08,0.08,0.09,0.11,0.12,0.12,0.1,0.11,0.1,0.12,0.13,0.07,0.07,0.11,0.07,0.14,0.08,0.11,0,8.05,-0.68,?,1027.78,3100,7.36,3.65,2.59,8.21,4.64,8.21,11.88,Upstairs
127,7,0.12,0.09,0.11,0.13,0.08,0.09,0.11,0.09,0.12,0.08,0.11,0.1,0.12,0.1,0.1,0.08,0.09,0.1,0.12,0.1,0.08,0.08,0.08,0.14,0.12,0.1,0.13,0.09,0.07,0.11,0,7.77,-0.54,?,2200,1250,6.91,3.67,2.27,7.64,4.53,7.64,11.18,Upstairs
128,7,0.06,0.13,0.1,0.11,0.14,0.1,0.1,0.12,0.12,0.05,0.09,0.06,0.13,0.14,0.11,0.11,0.08,0.14,0.08,0.09,0.11,0.09,0.07,0.08,0.11,0.15,0.13,0.09,0.08,0.12,0,7.8,-0.64,?,3550,3900,6.74,3.06,2.24,7.3,3.9,7.3,10.98,Upstairs
129,7,0.07,0.09,0.1,0.09,0.06,0.07,0.08,0.09,0.07,0.07,0.06,0.11,0.07,0.1,0.11,0.07,0.09,0.07,0.06,0.04,0.04,0.06,0.04,0.07,0.07,0.09,0.07,0.09,0.16,0.1,0,5.66,0.13,?,1425,475,5.31,2.64,1.82,7.51,4.29,7.51,8.35,Upstairs
130,7,0.2,0.18,0.09,0.1,0.11,0.06,0.09,0.05,0.08,0.07,0.06,0.07,0.08,0.1,0.08,0.1,0.14,0.12,0.14,0.11,0.13,0.09,0.09,0.09,0.05,0.06,0.08,0.11,0.15,0.14,0,9.27,-0.35,1800,1266.67,475,4.45,3.95,2.51,5.81,4.74,5.81,11.36,Downstairs
131,7,0.04,0.08,0.11,0.11,0.09,0.11,0.1,0.13,0.11,0.12,0.14,0.14,0.1,0.08,0.09,0.07,0.08,0.08,0.12,0.11,0.13,0.11,0.1,0.12,0.1,0.07,0.08,0.12,0.1,0.09,0,7.91,-0.74,1550,2075,2750,6.11,4.52,2.25,7.57,5.35,7.57,11.21,Downstairs
132,7,0.06,0.05,0.07,0.13,0.1,0.14,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.13,0.13,0.13,0.08,0.1,0.05,0.08,0.04,0.1,0.11,0.09,0.14,0.18,0.15,0.07,0.06,0.06,0,7.72,-0.65,2325,1328.57,2625,6.07,3.63,1.73,7.37,4.71,7.37,10.75,Downstairs
133,7,0.01,0.03,0.05,0.07,0.14,0.09,0.25,0.11,0.17,0.09,0.02,0.02,0.04,0.05,0.14,0.19,0.25,0.14,0.08,0.09,0,0.02,0.03,0.06,0.1,0.12,0.2,0.23,0.15,0.1,0,5.67,-0.52,?,1583.33,3116.67,7.95,0.2,0.26,7.95,0.33,7.95,9.79,Standing
134,7,0.17,0.1,0.1,0.07,0.05,0.06,0.07,0.07,0.11,0.22,0.09,0.06,0.08,0.06,0.14,0.08,0.06,0.12,0.1,0.24,0,0,0.02,0.06,0.11,0.16,0.12,0.18,0.18,0.2,0,5.69,-0.42,?,444.74,800,8.01,0.37,0.34,8.02,0.46,8.02,9.86,Standing
135,7,0.08,0.09,0.11,0.04,0.06,0.04,0.13,0.17,0.13,0.18,0.08,0.08,0.08,0.05,0.1,0.07,0.14,0.11,0.12,0.19,0,0.08,0.14,0.14,0.11,0.09,0.09,0.08,0.12,0.16,0,5.69,-0.55,?,1812.5,750,7.97,0.36,0.47,7.98,0.48,7.98,9.84,Standing
136,7,0.08,0.08,0.11,0.13,0.16,0.06,0.11,0.11,0.14,0.05,0.09,0.15,0.15,0.07,0.14,0.06,0.08,0.07,0.11,0.11,0.15,0.13,0.1,0.09,0.11,0.07,0.07,0.08,0.12,0.1,0,5.53,-0.79,?,1083.33,975,8.05,0.33,0.43,8.05,0.41,8.05,9.82,Standing
137,7,0.08,0.09,0.12,0.12,0.14,0.06,0.12,0.1,0.13,0.06,0.12,0.13,0.1,0.13,0.07,0.1,0.12,0.09,0.09,0.06,0.08,0.19,0.14,0.12,0.12,0.12,0.08,0.03,0.07,0.07,0,5.49,-0.85,?,2212.5,3175,8.05,0.31,0.35,8.06,0.43,8.06,9.81,Standing
138,7,0.1,0.1,0.11,0.1,0.12,0.06,0.16,0.09,0.12,0.07,0.13,0.06,0.17,0.08,0.13,0.11,0.11,0.09,0.06,0.08,0.23,0.1,0.15,0.07,0.09,0.09,0.05,0.09,0.04,0.1,0,5.49,-0.86,?,1162.5,3875,8.08,0.3,0.51,8.08,0.39,8.08,9.84,Standing
139,7,0.11,0.1,0.13,0.13,0.09,0.08,0.07,0.05,0.09,0.18,0.15,0.08,0.11,0.07,0.1,0.09,0.07,0.08,0.13,0.14,0.12,0.08,0.11,0.09,0.1,0.14,0.09,0.11,0.11,0.08,0,5.56,-0.76,?,935,1750,8.03,0.36,0.38,8.04,0.46,8.04,9.83,Standing
140,7,0.07,0.07,0.14,0.1,0.11,0.09,0.14,0.09,0.13,0.08,0.1,0.17,0.09,0.08,0.13,0.08,0.13,0.15,0.05,0.04,0.13,0.21,0.13,0.06,0.11,0.09,0.05,0.1,0.1,0.04,0,5.48,-0.89,?,2250,925,8.04,0.27,0.36,8.05,0.35,8.05,9.79,Standing
141,7,0.13,0.1,0.11,0.05,0.08,0.12,0.12,0.13,0.15,0.04,0.16,0.16,0.1,0.08,0.08,0.08,0.11,0.11,0.09,0.05,0.11,0.25,0.11,0.11,0.06,0.08,0.03,0.08,0.07,0.12,0,5.45,-0.84,?,402.17,2475,8.09,0.31,0.43,8.09,0.37,8.09,9.81,Standing
142,7,0.15,0.07,0.1,0.07,0.11,0.04,0.11,0.11,0.14,0.13,0.05,0.18,0.11,0.11,0.11,0.07,0.15,0.09,0.09,0.07,0.13,0.24,0.12,0.06,0.03,0.05,0.09,0.1,0.08,0.12,0,5.53,-0.81,?,494.74,425,8.05,0.27,0.47,8.06,0.33,8.06,9.82,Standing
