label,X1,X2,V2,V3,V4,V5,V6,V7,V8
nominal,0,1,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345
nominal,0,1,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765
nominal,0,0,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353
nominal,0,0,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175
nominal,0,1,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125
nominal,0,1,0.625,0.485,0.15,1.044,0.438,0.2865,0.278
nominal,0,1,0.59,0.46,0.125,0.755,0.334,0.15,0.238
nominal,0,0,0.545,0.4,0.14,0.778,0.368,0.215,0.18
nominal,1,0,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255
nominal,0,1,0.48,0.37,0.12,0.536,0.251,0.114,0.15
nominal,1,0,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605
nominal,1,0,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155
nominal,0,0,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3
nominal,1,0,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365
nominal,1,0,0.59,0.49,0.165,1.207,0.559,0.235,0.309
nominal,0,1,0.43,0.315,0.115,0.384,0.1885,0.0715,0.11
nominal,1,0,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365
nominal,1,0,0.57,0.42,0.14,0.8745,0.416,0.165,0.25
nominal,0,0,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315
nominal,1,0,0.64,0.485,0.15,1.098,0.5195,0.222,0.3175
nominal,1,0,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25
nominal,1,0,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485
nominal,1,0,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057
nominal,1,0,0.47,0.37,0.12,0.5795,0.293,0.227,0.14
nominal,1,0,0.575,0.435,0.13,1.0105,0.368,0.222,0.32
nominal,0,0,0.415,0.305,0.105,0.3605,0.12,0.082,0.1
nominal,0,0,0.63,0.475,0.15,1.072,0.433,0.2975,0.315
nominal,0,1,0.465,0.36,0.105,0.452,0.22,0.159,0.1035
nominal,0,1,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114
nominal,1,0,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695
nominal,0,0,0.51,0.39,0.135,0.6335,0.231,0.179,0.2
nominal,1,0,0.49,0.385,0.125,0.649,0.32,0.124,0.1695
nominal,1,0,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199
nominal,0,1,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14
nominal,0,1,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995
nominal,0,0,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225
nominal,0,1,0.6,0.475,0.15,1.12,0.565,0.2465,0.27
nominal,1,0,0.475,0.375,0.125,0.593,0.277,0.115,0.18
nominal,0,0,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177
nominal,0,0,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245
nominal,0,1,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125
nominal,0,1,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08
nominal,0,1,0.4,0.3,0.11,0.315,0.109,0.067,0.12
nominal,0,1,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125
nominal,1,0,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535
nominal,0,1,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054
nominal,0,0,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935
nominal,1,0,0.68,0.54,0.155,1.534,0.671,0.379,0.384
nominal,0,0,0.57,0.44,0.12,0.803,0.382,0.1525,0.234
nominal,0,1,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16
nominal,0,1,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19
nominal,1,0,0.59,0.47,0.15,0.861,0.413,0.164,0.249
nominal,0,0,0.46,0.425,0.155,0.746,0.3005,0.152,0.24
nominal,0,0,0.575,0.45,0.16,1.068,0.556,0.214,0.2575
nominal,1,0,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286
nominal,0,0,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225
nominal,0,0,0.625,0.485,0.2,1.38,0.5845,0.302,0.401
nominal,1,0,0.595,0.475,0.14,0.944,0.3625,0.189,0.315
nominal,0,1,0.575,0.45,0.15,0.858,0.449,0.166,0.215
nominal,0,1,0.355,0.275,0.085,0.22,0.092,0.06,0.15
nominal,0,0,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205
nominal,0,0,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185
nominal,1,0,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305
nominal,0,1,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455
nominal,1,0,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23
nominal,0,1,0.575,0.45,0.135,0.8715,0.45,0.162,0.225
nominal,0,1,0.41,0.3,0.09,0.304,0.129,0.071,0.0955
nominal,0,0,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45
nominal,1,0,0.395,0.305,0.105,0.282,0.0975,0.065,0.096
nominal,0,1,0.575,0.45,0.145,0.872,0.4675,0.18,0.217
nominal,0,0,0.38,0.325,0.11,0.3105,0.12,0.074,0.105
nominal,0,1,0.465,0.325,0.14,0.7615,0.362,0.1535,0.209
nominal,0,0,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24
nominal,0,1,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134
nominal,1,0,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475
nominal,0,0,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25
nominal,0,1,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18
nominal,1,0,0.585,0.49,0.185,1.171,0.522,0.2535,0.335
nominal,0,1,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27
nominal,0,1,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125
nominal,1,0,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335
nominal,1,0,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835
nominal,0,0,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195
nominal,0,0,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565
nominal,1,0,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365
nominal,1,0,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625
nominal,1,0,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33
nominal,0,1,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295
nominal,1,0,0.605,0.455,0.16,1.1215,0.533,0.273,0.271
nominal,0,1,0.525,0.385,0.13,0.607,0.2355,0.125,0.195
nominal,1,0,0.655,0.505,0.165,1.27,0.6035,0.262,0.335
nominal,1,0,0.63,0.485,0.16,1.243,0.623,0.275,0.3
nominal,0,0,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276
nominal,1,0,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251
nominal,0,0,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335
nominal,0,1,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285
nominal,1,0,0.485,0.4,0.135,0.663,0.313,0.137,0.2
nominal,1,0,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258
nominal,0,1,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19
nominal,1,0,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665
nominal,0,1,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068
nominal,1,0,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06
nominal,1,0,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975
nominal,0,1,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275
nominal,0,1,0.56,0.44,0.13,0.7235,0.349,0.149,0.2
nominal,0,0,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175
nominal,0,1,0.515,0.39,0.12,0.565,0.235,0.135,0.179
nominal,0,0,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275
nominal,1,0,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234
nominal,0,0,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395
nominal,0,0,0.64,0.51,0.165,1.486,0.7595,0.332,0.321
nominal,0,1,0.52,0.41,0.12,0.595,0.2385,0.111,0.19
nominal,0,0,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161
nominal,0,0,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15
nominal,0,0,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135
nominal,0,1,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081
nominal,1,0,0.4,0.3,0.125,0.417,0.191,0.09,0.1175
nominal,0,1,0.51,0.4,0.125,0.5935,0.239,0.13,0.204
nominal,0,0,0.505,0.4,0.165,0.729,0.2675,0.155,0.25
nominal,0,1,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167
nominal,0,1,0.295,0.225,0.08,0.124,0.0485,0.032,0.04
nominal,0,0,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203
nominal,0,0,0.575,0.47,0.165,0.869,0.435,0.197,0.238
nominal,1,0,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37
nominal,0,0,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21
nominal,0,0,0.64,0.5,0.15,1.2015,0.559,0.231,0.3355
nominal,1,0,0.565,0.445,0.15,0.796,0.3635,0.184,0.219
nominal,0,1,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28
nominal,0,1,0.56,0.445,0.165,0.832,0.3455,0.179,0.279
nominal,0,0,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624
nominal,0,1,0.53,0.395,0.13,0.575,0.247,0.115,0.183
nominal,0,0,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36
nominal,0,0,0.62,0.48,0.17,1.1045,0.535,0.25,0.287
nominal,1,0,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725
nominal,1,0,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625
nominal,0,1,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395
nominal,1,0,0.575,0.45,0.165,0.9655,0.498,0.19,0.23
nominal,0,1,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16
nominal,0,0,0.635,0.505,0.17,1.2635,0.512,0.322,0.355
nominal,0,0,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353
nominal,1,0,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228
nominal,0,0,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11
nominal,0,0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215
nominal,0,1,0.53,0.42,0.155,0.81,0.4725,0.111,0.192
nominal,1,0,0.62,0.465,0.145,0.911,0.375,0.2145,0.278
nominal,0,0,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319
nominal,0,1,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184
nominal,0,1,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135
nominal,0,1,0.36,0.27,0.09,0.232,0.12,0.0435,0.056
nominal,1,0,0.6,0.46,0.18,1.14,0.423,0.2575,0.365
nominal,1,0,0.34,0.265,0.085,0.1835,0.077,0.046,0.065
nominal,1,0,0.54,0.405,0.125,0.891,0.4815,0.1915,0.202
nominal,0,0,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815
nominal,0,0,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425
nominal,0,0,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605
nominal,0,1,0.47,0.355,0.12,0.393,0.167,0.0885,0.115
nominal,1,0,0.575,0.45,0.155,0.886,0.3605,0.211,0.2575
nominal,1,0,0.66,0.51,0.18,1.261,0.5,0.2335,0.339
nominal,0,1,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17
nominal,0,0,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985
nominal,0,0,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245
nominal,0,0,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21
nominal,0,0,0.36,0.265,0.09,0.2065,0.078,0.057,0.06
nominal,1,0,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735
nominal,0,0,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389
nominal,0,0,0.485,0.365,0.12,0.5885,0.27,0.131,0.175
nominal,0,0,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355
nominal,0,1,0.475,0.375,0.11,0.456,0.182,0.099,0.16
nominal,0,0,0.6,0.46,0.15,1.235,0.6025,0.274,0.29
anomaly,0,0,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39
nominal,1,0,0.49,0.38,0.11,0.554,0.2935,0.1005,0.15
nominal,0,0,0.395,0.295,0.095,0.2245,0.078,0.054,0.08
nominal,1,0,0.4,0.305,0.085,0.297,0.108,0.0705,0.1
nominal,0,0,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185
nominal,0,1,0.46,0.345,0.105,0.415,0.187,0.087,0.11
nominal,0,0,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175
nominal,0,0,0.49,0.38,0.145,0.6725,0.249,0.181,0.21
nominal,0,0,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825
nominal,0,0,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245
nominal,0,1,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505
nominal,1,0,0.48,0.37,0.13,0.643,0.349,0.1155,0.135
nominal,0,0,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337
nominal,1,0,0.605,0.475,0.155,1.161,0.572,0.2455,0.275
nominal,0,0,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355
nominal,0,0,0.565,0.455,0.13,1.058,0.439,0.2645,0.3
nominal,1,0,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115
nominal,0,0,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245
nominal,0,0,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565
nominal,0,1,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168
nominal,1,0,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845
nominal,0,1,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1
nominal,0,1,0.555,0.435,0.14,0.765,0.3945,0.15,0.206
nominal,0,0,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175
nominal,1,0,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195
nominal,0,1,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143
nominal,0,0,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785
nominal,1,0,0.655,0.545,0.19,1.4245,0.6325,0.333,0.378
nominal,0,0,0.44,0.34,0.14,0.482,0.186,0.1085,0.16
nominal,1,0,0.59,0.46,0.145,0.929,0.38,0.24,0.255
nominal,0,0,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095
nominal,0,0,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315
nominal,0,1,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078
nominal,0,1,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255
nominal,0,0,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155
nominal,0,1,0.47,0.385,0.13,0.587,0.264,0.117,0.174
nominal,0,1,0.425,0.325,0.11,0.317,0.135,0.048,0.09
nominal,0,1,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15
nominal,1,0,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085
nominal,1,0,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158
nominal,1,0,0.645,0.5,0.16,1.3815,0.672,0.326,0.315
nominal,0,0,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43
nominal,0,0,0.565,0.44,0.15,0.863,0.435,0.149,0.27
nominal,1,0,0.58,0.43,0.13,0.798,0.365,0.173,0.2285
nominal,0,0,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715
nominal,0,1,0.595,0.47,0.135,0.9365,0.434,0.184,0.287
nominal,0,0,0.545,0.415,0.2,1.358,0.567,0.318,0.403
nominal,0,0,0.435,0.35,0.125,0.459,0.197,0.1145,0.145
nominal,0,0,0.42,0.32,0.13,0.4135,0.1645,0.106,0.119
nominal,1,0,0.65,0.525,0.185,1.3455,0.586,0.278,0.3865
nominal,1,0,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345
nominal,0,1,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225
nominal,1,0,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365
nominal,0,1,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325
nominal,0,1,0.59,0.47,0.145,0.974,0.453,0.236,0.289
nominal,1,0,0.535,0.42,0.145,0.791,0.33,0.189,0.25
nominal,0,1,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185
nominal,0,0,0.67,0.55,0.155,1.566,0.858,0.339,0.354
nominal,0,0,0.72,0.55,0.18,1.52,0.637,0.325,0.435
nominal,1,0,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32
nominal,0,1,0.47,0.375,0.125,0.5225,0.2265,0.104,0.162
nominal,0,0,0.525,0.43,0.165,0.717,0.289,0.1745,0.195
nominal,1,0,0.475,0.355,0.125,0.4625,0.186,0.107,0.145
nominal,1,0,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213
nominal,1,0,0.63,0.47,0.145,1.1005,0.52,0.26,0.276
nominal,0,0,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167
nominal,1,0,0.575,0.435,0.14,0.8455,0.401,0.191,0.222
nominal,0,0,0.575,0.46,0.16,1.103,0.538,0.221,0.249
anomaly,0,0,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205
nominal,0,1,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21
nominal,1,0,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07
nominal,0,0,0.575,0.465,0.195,0.9965,0.417,0.247,0.47
nominal,1,0,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385
nominal,0,0,0.55,0.445,0.155,0.9905,0.544,0.178,0.218
nominal,0,0,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248
nominal,1,0,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215
nominal,0,0,0.665,0.5,0.175,1.4355,0.643,0.345,0.37
nominal,0,0,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295
nominal,1,0,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235
nominal,0,1,0.48,0.355,0.115,0.5785,0.25,0.106,0.184
nominal,0,1,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945
nominal,1,0,0.685,0.51,0.165,1.545,0.686,0.3775,0.4055
nominal,0,0,0.525,0.4,0.135,0.714,0.318,0.138,0.208
nominal,1,0,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075
nominal,0,0,0.635,0.5,0.15,1.376,0.6495,0.361,0.31
nominal,1,0,0.58,0.445,0.16,0.984,0.49,0.201,0.27
nominal,0,0,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155
nominal,0,0,0.55,0.43,0.125,0.923,0.4035,0.175,0.283
nominal,0,1,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905
nominal,0,0,0.55,0.38,0.165,1.205,0.543,0.294,0.3345
nominal,0,1,0.55,0.465,0.15,0.936,0.481,0.174,0.2435
nominal,1,0,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325
nominal,0,1,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18
nominal,0,1,0.59,0.45,0.145,1.022,0.428,0.268,0.265
nominal,0,0,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885
nominal,0,0,0.575,0.48,0.17,1.1,0.506,0.2485,0.31
nominal,0,1,0.36,0.28,0.105,0.199,0.0695,0.045,0.08
nominal,1,0,0.66,0.505,0.165,1.374,0.589,0.351,0.345
nominal,0,1,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147
nominal,0,0,0.57,0.44,0.19,1.018,0.447,0.207,0.265
nominal,1,0,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146
nominal,1,0,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227
nominal,1,0,0.6,0.475,0.17,1.1315,0.508,0.272,0.309
nominal,0,0,0.58,0.445,0.15,0.858,0.4,0.156,0.253
nominal,0,1,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18
nominal,0,1,0.47,0.365,0.1,0.411,0.175,0.0855,0.135
nominal,0,0,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665
nominal,1,0,0.51,0.41,0.155,1.2825,0.569,0.291,0.3795
nominal,0,1,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785
nominal,1,0,0.53,0.42,0.135,0.675,0.294,0.156,0.1825
nominal,0,1,0.545,0.425,0.14,0.8145,0.305,0.231,0.244
nominal,1,0,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219
nominal,0,1,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19
nominal,0,0,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299
anomaly,1,0,0.735,0.59,0.225,1.756,0.637,0.3405,0.58
nominal,1,0,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985
nominal,0,0,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1
nominal,1,0,0.465,0.36,0.105,0.488,0.188,0.0845,0.19
nominal,0,0,0.57,0.45,0.15,0.9645,0.531,0.189,0.209
nominal,0,0,0.63,0.475,0.155,1.0005,0.452,0.252,0.265
nominal,1,0,0.295,0.225,0.09,0.1385,0.048,0.046,0.05
nominal,0,0,0.63,0.5,0.175,1.1105,0.467,0.268,0.329
nominal,1,0,0.72,0.57,0.2,1.8275,0.919,0.366,0.485
nominal,0,1,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175
nominal,1,0,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29
nominal,0,0,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2
nominal,0,1,0.485,0.365,0.125,0.426,0.163,0.0965,0.151
nominal,0,1,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355
nominal,0,1,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2
nominal,0,0,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24
anomaly,1,0,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01
nominal,0,0,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185
nominal,0,0,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135
nominal,0,0,0.475,0.36,0.125,0.447,0.1695,0.081,0.14
nominal,1,0,0.55,0.44,0.135,0.879,0.368,0.2095,0.265
nominal,1,0,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225
nominal,0,1,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365
nominal,1,0,0.5,0.355,0.14,0.528,0.2125,0.149,0.14
nominal,1,0,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28
nominal,1,0,0.345,0.27,0.095,0.197,0.0665,0.05,0.07
nominal,1,0,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945
nominal,0,1,0.5,0.4,0.12,0.616,0.261,0.143,0.1935
anomaly,0,1,0.53,0.415,0.145,0.944,0.3845,0.185,0.265
nominal,0,1,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251
nominal,0,1,0.5,0.38,0.11,0.5605,0.28,0.106,0.15
nominal,0,0,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315
nominal,0,1,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135
nominal,0,0,0.745,0.57,0.215,2.25,1.1565,0.446,0.558
nominal,0,1,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255
nominal,1,0,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146
nominal,0,0,0.51,0.37,0.21,1.183,0.508,0.292,0.343
nominal,1,0,0.47,0.36,0.135,0.501,0.1665,0.115,0.165
nominal,0,1,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184
nominal,1,0,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265
nominal,0,0,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095
nominal,0,0,0.705,0.55,0.17,1.219,0.6395,0.236,0.301
nominal,1,0,0.66,0.515,0.165,1.4465,0.694,0.298,0.3755
nominal,0,0,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885
nominal,1,0,0.385,0.3,0.095,0.24,0.0885,0.059,0.085
nominal,0,1,0.455,0.37,0.125,0.433,0.201,0.1265,0.145
nominal,1,0,0.63,0.465,0.15,1.027,0.537,0.188,0.176
nominal,1,0,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165
nominal,1,0,0.66,0.525,0.18,1.478,0.5815,0.381,0.372
nominal,1,0,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225
nominal,0,1,0.475,0.365,0.14,0.4545,0.171,0.118,0.158
nominal,0,0,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455
nominal,0,0,0.56,0.425,0.125,0.932,0.361,0.213,0.335
nominal,0,1,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095
nominal,0,1,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18
nominal,0,1,0.315,0.23,0.07,0.144,0.053,0.0305,0.04
nominal,0,0,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135
anomaly,0,0,0.625,0.42,0.165,1.0595,0.358,0.165,0.445
nominal,0,1,0.5,0.385,0.12,0.56,0.2835,0.103,0.135
nominal,1,0,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295
nominal,1,0,0.64,0.515,0.165,1.369,0.632,0.3415,0.358
nominal,1,0,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635
nominal,0,0,0.645,0.515,0.15,1.212,0.515,0.2055,0.385
nominal,1,0,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3
nominal,1,0,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387
nominal,0,0,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344
nominal,1,0,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125
nominal,0,0,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379
nominal,0,0,0.455,0.355,0.12,0.4495,0.177,0.104,0.15
nominal,0,0,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095
nominal,1,0,0.425,0.34,0.12,0.388,0.149,0.087,0.125
nominal,0,0,0.58,0.45,0.195,0.8265,0.4035,0.173,0.225
nominal,0,1,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105
nominal,0,1,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625
nominal,1,0,0.475,0.37,0.125,0.537,0.222,0.1215,0.15
nominal,0,1,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161
nominal,0,1,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495
anomaly,0,0,0.665,0.5,0.175,1.742,0.595,0.3025,0.725
nominal,0,1,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045
nominal,0,1,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015
nominal,0,0,0.625,0.485,0.15,1.0945,0.531,0.261,0.296
nominal,0,1,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23
nominal,1,0,0.555,0.44,0.14,0.8705,0.407,0.156,0.255
nominal,0,1,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253
nominal,1,0,0.515,0.385,0.11,0.5785,0.253,0.16,0.14
nominal,0,1,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465
nominal,0,0,0.6,0.475,0.15,1.13,0.575,0.196,0.305
